,标题,总价格,单价,地段,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,"
                                  ","
                                      ","
                              ",挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,别墅类型
2179,金榜新苑 高层电梯洋房 一梯两户 带固定车位,315,40174,"['闵行', '颛桥']",金榜新苑1900弄,2室2厅1厨1卫,高楼层 (共9层),78.41㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,有,暂无数据,无抵押,非共有,已上传房本照片,202409039797,此房是一手动迁的两房，电梯高楼层，楼层很好，采光好,小区一期2010年竣工，总高6层的楼梯房，二期是2010年的电梯房、9-14层电梯房，一直都是年轻客户和老人钟爱的社区，物业贴心管理日趋完善，居民有爱和睦！门口宝都广场已经营业，出行很方便，越来越多的客户都选择这边置业，希望能给您不一样的住房感受,小区自带南北双公园，沪闵路沿河走廊颛桥文化艺术公园，自带田园夜跑安静道路。伟都菜市场，如海chao市，宝都广场距离小区300米，万达广场1.5公里，都市路沿线华润万家、龙盛广场 、莘庄仲盛 、龙湖天街，班车直达闵行区复旦医院，北门有路安全直达,出租给了二房东 刚装修一年 精致 不过买过来基本也要重新装的 用来出租的话就不需要了,1，双轨交：地铁15号元江路2公里有班车，5号地铁颛桥北桥1.5公里左右，有银春班车直达 2.公交41路 143路从吴泾，老闵行江川 直达颛桥 莘庄 地铁口3.自驾：沪金高速，嘉闵高架，虹梅高架隧道，申嘉湖高速，四通八达，交通便利,,
2180,1号线和12号线双轨交中庚漫游城南方商城全明户型,530,57051,"['闵行', '古美']",古美西路316弄,3室1厅1厨1卫,低楼层 (共6层),92.9㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,暂无数据,无,暂无数据,有抵押,共有,已上传房本照片,202509678465,此房满五年，东边套全明户型，1号线和12号线双轨交,小区共有两个出入口，车辆进口在古美西路，出口在万源路，物业比较负责，24小时安保工作，2018年3月完成美丽新家园改造，小区外立面，道路以及楼梯间都进行改造，干净整洁，停车位充足,本房是96年建成，双卧朝南，厨房和北卧并排朝北，客厅朝东，适合三口之间或三代同堂，低楼层适合老年人和儿童居住，客厅带朝东的窗户，既保证了采光又避免下午阳光的暴晒,小区配套有双拥公园，合川路沿河跑道，出门就是菜场，小区北面是复旦大学儿科附属医院，南边有中庚漫游城， 南方百联购物 莲花国际广场等，生活都很便利,小区两条地铁线1号线莲花路站和12号线顾戴路站，南门出门步行可到1号线莲花路地铁站，门口也有152 ，732， 122 ，150公交也可到，东门门出行可到12号线顾戴路地铁站，,,
2181,7楼以上视野佳，南北通透精装修，配套成熟，近召稼楼,334,31172,"['闵行', '闵浦']",浦江宝邸,2室2厅1厨2卫,中楼层 (共18层),107.15㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,无抵押,共有,已上传房本照片,202409558243,7楼以上视野佳，南北通透精装修，配套成熟，近召稼楼,14年小区，开发商：上海乐颂置业发展有限公司 物 业：宝邸第 一社区，小区的停车位充足，停车位：150元，小区户型是全南和南北的，得房率高,这套房子适合小夫妻，家有小宝宝的，一家人居住的，总价低适合低预算客户群体,江文路shangye一条街，自西向东1.4公里长沿街店铺，三个广场：乐嗨新天地、浦江休闲广场、夏威夷广场，吃喝玩乐一条龙。800米有一家大型生活chao市汇生活，往西873米就是闵浦社区医院，小区大门口就是幼儿园。生活、shangye、医疗齐全,小区门口有浦江15路的公交站可以直达沈杜公路地铁站有772路公交车两站到达召稼楼古镇步行1.8公里也可以直接到达浦江线三鲁公路地铁站还有浦江1路到达联航路地铁站闵行12路到达莘庄,,
2182,这个房子老灵额，快来看，房东老诚意,329,39957,"['闵行', '梅陇']",罗锦苑,2室1厅1厨1卫,高楼层 (共6层),82.34㎡,平层,暂无数据,板楼,南,砖混结构,精装,暂无数据,无,暂无数据,有抵押,共有,已上传房本照片,202409615959,南北2房，户型方正，小区环境宜居、邻万辉商圈配套成熟,小区环境优雅适合自住，整个小区分为三期首期是1998年的马赛克外墙房第二期是2002的红砖外墙房第三期是2004年的红砖外墙房小区自带花园绿化面积高楼间距宽居住体验感好,距离菜场就300米远，小区安静适合居住，500米内有星巴克、麦当劳、潮汕火锅、全家、联华、盒马、无印良品、影院、美容美发，正中四川火锅,门口有公交站，出行便利，上中环，外环方便，出到虹梅南路近，乘坐公交线路多,,,
2183,前湾核 心  区 楼 王 位置东边套，千万别错过好房速看,310,37824,"['闵行', '华漕']",西郊景平苑,2室1厅1厨1卫,低楼层 (共12层),81.96㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯三户,有,暂无数据,无抵押,共有,已上传房本照片,202408944138,小区东边套历史 低 价，楼 王 位 置，满 五 唯 一，房东诚..,房子是低楼层，楼 王 位 置，全明户型无暗间东边套，通透性好，适合年轻人老人和有小孩的家庭，出行方便，居住舒适体验一级棒,1、公园：诸翟公园；2：银行:建设银行，工商银行，农业银行，农商银行；3、交通:2号线、17号线、嘉闵线（在建）13号线（再建）4、医疗：复旦大学附属华山医院（三甲），新虹桥国际医学机构等；4：购物:大润发，旭辉e天地，开市客、印象城（在建）,13号线西延伸段地铁站在建中， 25号线规划中， 门口公交车189可直接到虹桥火车站，虹桥火车站地铁站2号线/10号线/17号线,,,
2184,35w精装，中空调+地暖，前排无遮挡，浦锦社区管理好,329,44108,"['闵行', '浦江']",景舒苑六村,2室2厅1厨1卫,高楼层 (共6层),74.59㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202409200592,自住精装35w，一梯两户，得房率高，小区前排，无遮挡，视野好,小区位于闵行区浦江镇，浦锦社区，竣工日期为2006年，目前由浦锦街道管辖，环境治安很好。小区全部都是多层房，楼间距大，一梯两户，得房高，小区绿化好，有小公园，儿童游乐场所。,适合年轻人买来做婚房。精装拎包住，新装修一年多时间，品牌家具家电，中空调，地暖。,小区出门2.3km即到8号线江月路地铁，1.4km浦江城市生活广场卜蜂莲花商场，500米到耳鼻喉五官科医院三甲医院，仁济医院南院三甲医院，出门还有绿地公园等。小区出门就是浦锦街道社区服务办理处。,业主自己做装修的，房子装修的很好，2022年装修，才住了一年左右，装修35万左右，中空调，地暖，断桥铝窗，全部都是顶配。品牌家具家电，用的环保材料。隔音玻璃，拎包即住。,,
2185,近地铁 环境优 户型好 入室花园 产权车位 诚意出售,1380,92836,"['闵行', '古美']",新时代富嘉花园,3室2厅1厨2卫,中楼层 (共17层),148.65㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,无抵押,非共有,已上传房本照片,202409339577,此房满五年，一套，业主诚意出售，户型好，带入室花园，景观好,新时代富嘉花园06-08年小区，房龄较新，东面靠河景观，绿·化率50%，环境优美。容·积率只有1.2，近12号线顾戴路地铁站，居住的好选择。楼间距比较大，整个小区内部采光都还不错。车位配比宽,配套完善。东面700米是复旦大学附属儿科医院，南面200有个双拥公园，饭后去公园里散散步、消消食是个不错的选择。小区南门距离顾戴路地铁站仅有400米。边靠龙茗美食一条街，东南1.3公里有南方购物广场和中庚漫游城，是您逛街购物的好去处,房屋是小区中间位置，出小区南门距离12号线顾戴路站510米，小区门口有150路，古美环线，闵行20路，732，122等多趟公交车线路。自驾：900米上S20外环高速。无论选择公共交通还是自驾出行都便利,,,
2186,前滩南 南北通大两房 出行便利 配套足,330,40353,"['闵行', '浦江']",浦江世博家园四街坊,2室2厅1厨1卫,低楼层 (共5层),81.78㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,无抵押,共有,已上传房本照片,202408642418,小区位置近生活广场，8号线江月路，出行便利,小区位于浦江镇，小区绿化好，停车方便，2018年闵行区美丽家园项目覆盖小区，从小区外沥面到小区楼道已整改完毕，给您一种新家， 一种焕然一新的感觉 物业是陈行物业，目前由浦锦街道管辖,8号线通勤便利，楼层低，适合居住，小区位置比较好，交通十分便利,小区近江月路，直线距离500米内，江月路上两家三级甲等医院（仁济医院南院，复旦大学附属五官科医院）；一家购物广场（浦江生活广场，卜蜂莲花，盒马，四大银行等）；一个地铁站（8号线江月路地铁站）；一个绿地公园，新松公园，内有篮球场，跑道等,配套出小区门口是地铁8号线江月路站，走路即可达到， 小区旁边走路500米是浦江生活广场、以及小区旁边的菜场和大型商场，以及小区边的仁济医院等等，整体配套很是完善,,
2187,低楼层两房，位置安静，户型方正，近地铁，边套全明,349,46312,"['闵行', '梅陇']",梅陇二村,2室1厅1厨1卫,低楼层 (共6层),75.36㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,无抵押,非共有,已上传房本照片,202409455845,此房满五年税费少采光好户型方正近地铁,适合单身的客户群体，大一房，父母给上海子女购置的首套房 首付不高：贷款方式不限，适合首付不多的小两口刚需置业。 出行方便：楼层适中，适合中青年居住，配套齐全，有菜市场，公园，距离学近。 近地铁：适合市区上班族，一号线南北直通，出行方便,售房原因：业主现在卖房改善换房。 房屋现状：提前预约，随时可看。付款要求：接受多样付款，贷款客户可以接受,"1.公园：梅陇休闲苑，距离200米 2.菜场：梅东菜场约100米，陇南菜场1000米 3.花鸟市场，距离约30米 4.商场：莲花国际广场，友谊商城，中庚漫游城，LaLastion,距离约900米 5.小区门口30万方的力波综合体，Shoppingmall，公园一应俱全","距离1号线【莲花路站】500米， 距离1号线【锦江乐园站】1公里， 4站可达徐家汇,交通便利， 开车上沪闵高架/中环/外环很方便 驾车出行：漕河泾开发区15min，徐家汇15min",,
2188,南北通 总价低 税费干净清晰 近地铁 交通无忧,315,34468,"['闵行', '闵浦']",闵浦新苑三村东区,2室2厅1厨1卫,中楼层 (共6层),91.39㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,有抵押 0万元 0 客户偿还,非共有,已上传房本照片,202409415996,南北通 总价低 税费干净清晰 无迁入户口 近地铁 交通无忧,小区开发商是上海奕海领秀有限公司总建筑面积84212占地面积52761房屋449户物业为明嘉物业管理好小区环境好楼间距宽车位充足居民素质高居住舒适度高,2010年小区，南北通，全明户型，动静分离，采光无影响，居住舒适,小区配套成熟，离江玮公园150米，浦江郊野公园2.6公里，适合周六周天带家人娱乐。有谈家港农贸菜市场，夏威夷广场，瓯盛购物广场，偶润发广场，浦江休闲广场，妙口全国农副产品大卖场，医院有，仁济南苑，眼耳鼻喉科医院，配套成熟,原动迁，无增值税，满五带个税，，首套客户一个点契税，二套三个点,小区到地铁站三鲁公路站600米，门口有浦江15路，浦江20路，浦江1路等多趟公交，出行方便。出市区对接申嘉湖高速入市区可浦星公路,
2189,双南全明户型+满五年+近地铁+南北通,325,40958,"['闵行', '梅陇']",罗阳三村,2室1厅1厨1卫,高楼层 (共6层),79.35㎡,平层,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,无抵押,非共有,已上传房本照片,202409440708,双南全明户型，业主诚意，随时约谈，带看提前预约,小区是1994-1998年建成，开发商是上海万国房产开发总公司，物业费0.75元，建筑类型板楼，得房率高，绿化好,"小区配套齐全,门口就有菜市场，联华。小区门口有大润发及家乐福班车方便业主购物，小区大门口公交一站路就有社区医院。从小区步行至南方商城、家乐福、友谊商城也仅仅一站路",小区门口就有公交站台，多个公交线路经过，大润发、家乐福等购物班车停靠点，距离1号线地铁外环路站1.5KM，交通便利,,,
